Date,TempMax,TempMin,TempMean,Precipitation,PrecipHours,WindSpeed,SunshineDuration
2004-04-06,61.7,38.8,51.4,0,0,4.7,43091.3
2004-04-07,60.1,40.6,51.8,0.043,6,7.2,41382.3
2004-04-08,61.8,40.8,52.1,0.004,1,11.9,42137.87
2004-04-09,63.1,43.9,52.5,0.004,1,15.9,43672.34
2004-04-10,51.4,35.2,43.3,0.012,2,13.7,43195.77
2004-04-11,56.6,31.4,45.1,0,0,9.4,43955.96
2004-04-12,63.9,36.5,51.5,0,0,4.8,44097.3
2004-04-13,72.3,35.4,56.5,0,0,12,43366.36
2004-04-14,71.4,44.9,60.6,0,0,18.8,42862.74
2004-04-15,73.1,41.2,60.5,0,0,18,43278.09
2004-04-16,74.7,49,63.3,0,0,18.3,43141.01
2004-04-17,74.5,44.2,61.8,0,0,23.7,44795.49
2004-04-18,62.8,45.2,53.8,0.008,1,18.3,44932.74
2004-04-19,65.7,37.1,52.6,0,0,19.4,42258.7
2004-04-20,65,44.3,54.9,0,0,15,45204.05
2004-04-21,61.4,45.5,53.5,0.004,1,14.8,45307.3
2004-04-22,53.3,40.5,46.3,0.307,17,13.5,28910.49
2004-04-23,55.6,39.8,47.3,0.083,7,16.1,36604.19
2004-04-24,63.3,34.4,50.8,0.004,1,10.5,45469.73
2004-04-25,64.8,42.5,54.6,0,0,5,45526.64
2004-04-26,72,39.4,58.8,0,0,5.4,45616.32
2004-04-27,78.5,43.2,64.1,0,0,12.4,45122.32
2004-04-28,80.3,50.2,65.6,0,0,25.5,43869.94
2004-04-29,57.4,40.4,49.5,0.161,12,9.2,32257.01
2004-04-30,55,36.3,45,0.386,12,7.4,30445.55
2004-05-01,62.6,37,51.6,0,0,5.9,46075.27
2004-05-02,69.2,39.6,57,0,0,6.2,46208.88
2004-05-03,76.5,42.5,61.5,0,0,7.3,46349.59
2004-05-04,83.8,45.9,67.7,0,0,13.2,46496.82
2004-05-05,85.6,52.6,70.6,0,0,18.1,46650.06
2004-05-06,83.6,54.5,70.8,0,0,14.8,46808.88
2004-05-07,82.1,55.4,70.5,0,0,11.1,46972.77
2004-05-08,83.4,58.3,71.7,0,0,10,47046.31
2004-05-09,84.4,56,71.6,0,0,10.8,47314.14
2004-05-10,86.6,49.7,71.8,0,0,22,47490.84
2004-05-11,70.8,53.4,62.6,0.031,4,17.3,47566.83
2004-05-12,62.9,44.6,54.3,0.004,1,13.6,45913.63
2004-05-13,66.3,44.3,55.1,0,0,12,47930.88
2004-05-14,74,44.5,61.3,0,0,11.2,47444.54
2004-05-15,81.6,47.8,67.6,0,0,8.7,43200
2004-05-16,83.9,59.2,73.9,0,0,15.8,47021.41
2004-05-17,80.3,61.1,71,0,0,16.5,24834.68
2004-05-18,83.9,56,72.7,0,0,22.4,44905.05
2004-05-19,85.3,63,75.2,0,0,17,47977.56
2004-05-20,83,56.6,72.1,0,0,19.6,45176.92
2004-05-21,77.7,56.4,69.5,0,0,20.4,47443.1
2004-05-22,74.3,54.9,66.2,0.008,1,15.9,48662.8
2004-05-23,78.6,52.5,67.5,0,0,20.3,45229.36
2004-05-24,75.4,54.6,65.4,0,0,13.1,48732.2
2004-05-25,78.5,51.8,65,0,0,16,48764.51
2004-05-26,77.6,53.4,66.3,0,0,12.3,48795.2
2004-05-27,82.2,59.1,71.8,0,0,9.9,48824.28
2004-05-28,85.9,56.5,73.8,0,0,21.6,47481.14
2004-05-29,68.8,53.3,61,0.059,4,17.8,39641.47
2004-05-30,72.2,42.6,57.7,0,0,16.3,48943.93
2004-05-31,79.4,48.2,66.2,0,0,9.4,48924.29
2004-06-01,85.3,55.2,72.5,0,0,8.1,48945.16
2004-06-02,90.4,56,76.4,0,0,9.6,49005.94
2004-06-03,94.1,59.3,80.1,0,0,12.2,49137.07
2004-06-04,94.6,58.7,80.6,0,0,13.4,49097.09
2004-06-05,93.6,66.8,81.9,0,0,9.5,49112.28
2004-06-06,98.2,60.5,83.6,0,0,15.4,49125.39
2004-06-07,94.5,66.5,83.2,0,0,18.2,49270.14
2004-06-08,92.2,65.9,80.4,0,0,16.9,49352.11
2004-06-09,88.8,63.1,77.2,0,0,22.6,49222.25
2004-06-10,73.5,54.4,63.7,0.004,1,15.9,49228.44
2004-06-11,78.1,50.3,66.1,0,0,11,49056.53
2004-06-12,82.7,55.4,71.4,0,0,9.3,47130.64
2004-06-13,90.9,59.1,78.2,0,0,10.4,49312.89
2004-06-14,93.9,62.1,81,0,0,10.4,49053.84
2004-06-15,93.6,65.6,81.6,0,0,11.9,49147.42
2004-06-16,88.6,69.1,79.1,0.004,1,12.5,48249.45
2004-06-17,83.9,64.7,74.7,0.024,2,11.5,43254.39
2004-06-18,86.6,59.2,74.1,0,0,12,49027.55
2004-06-19,90.9,58.8,78,0,0,15.1,49541.62
2004-06-20,91.1,59.1,78.7,0,0,13.2,49005.68
2004-06-21,78,62.9,71.9,0,0,11.6,49348.06
2004-06-22,82.8,55.2,71.2,0,0,10.9,49688.53
2004-06-23,88.1,55.9,75.8,0,0,7.4,49765.02
2004-06-24,91.1,58.5,78.6,0,0,14.6,49126.2
2004-06-25,90.3,63.5,79,0,0,9.7,47830.62
2004-06-26,87.4,65.7,77.1,0.016,2,12.7,48910.47
2004-06-27,88.3,61.9,77.1,0,0,8.2,48979.33
2004-06-28,87.8,59.7,76.9,0.004,1,11.3,48957.04
2004-06-29,80.1,65.8,73.8,0,0,7.4,46265.07
2004-06-30,86,62.1,75.7,0,0,9.6,48627.38
2004-07-01,90.4,58.4,77.2,0,0,12,49593.54
2004-07-02,91.9,57,77.9,0,0,16.5,49384.78
2004-07-03,91.1,60.7,78.9,0,0,14.1,49440.43
2004-07-04,90,65.7,78.9,0,0,13.8,48485.53
2004-07-05,92.9,62.7,80.2,0,0,14,46687.23
2004-07-06,92.1,68.2,81.5,0,0,8.5,49158.41
2004-07-07,97.6,64.1,84.5,0,0,15.6,49035.11
2004-07-08,94.6,68.5,84,0,0,12.8,48828.61
2004-07-09,94.9,65.1,83.1,0.004,1,16.3,42629.23
2004-07-10,92.6,66,82.4,0,0,10,48996.43
2004-07-11,97.7,64.5,83.9,0,0,11,49032.42
2004-07-12,99.1,67.2,86,0,0,6.5,48750.61
2004-07-13,98.1,71.3,87.2,0.008,2,7.6,48211.96
2004-07-14,97.4,73.8,87.2,0,0,8,47991.44
2004-07-15,95.6,73.4,84.7,0.016,1,13.2,48065.94
2004-07-16,93.9,74.7,84.2,0.028,1,8.1,48159.83
2004-07-17,92.7,69.5,82.8,0,0,8.5,47816.73
2004-07-18,94,70.4,83.8,0,0,16.7,47908.57
2004-07-19,94.3,70,83.4,0.004,1,8.8,47720.34
2004-07-20,93.2,68.8,83.1,0,0,9,47772.04
2004-07-21,94.8,69.9,84.1,0,0,12.6,47851.36
2004-07-22,95.1,70.4,84.4,0,0,11.2,47777.61
2004-07-23,92.7,69.5,82.2,0.004,1,10.3,47530.88
2004-07-24,89.3,66,78.9,0.004,1,10.6,47425.18
2004-07-25,89.3,63.7,78.4,0,0,7.9,47412.11
2004-07-26,90.7,66.8,80.1,0,0,9.7,47057.63
2004-07-27,88.6,66.9,78.1,0.035,3,9.7,45221.38
2004-07-28,87.5,64,77.5,0,0,9.3,47214.62
2004-07-29,93.7,61,81.5,0,0,10,47198.06
2004-07-30,95.7,62.2,82.5,0,0,12.5,47113.75
2004-07-31,96.9,67,85.1,0,0,11,47104.39
2004-08-01,96.2,66.1,83.9,0,0,9.4,46800
2004-08-02,90.6,68,81.7,0,0,11.4,46896.48
2004-08-03,89.8,64.5,79.5,0,0,9.1,46841.54
2004-08-04,94.4,66.9,82.8,0,0,9.6,46779.7
2004-08-05,88.9,71.5,80.6,0.028,3,13.5,37001.51
2004-08-06,91.3,65.7,79.7,0.024,1,18.1,43268.91
2004-08-07,90.8,66.2,80.4,0,0,11.3,46496.61
2004-08-08,93.2,67.4,81.1,0,0,7.4,46469.15
2004-08-09,96.4,60.2,82.1,0,0,9.7,46365.28
2004-08-10,96.3,68.5,84.8,0,0,13.5,46292.34
2004-08-11,95.8,64.4,83.2,0,0,9.1,46221.39
2004-08-12,94.7,63.8,81.7,0,0,8.2,46149.17
2004-08-13,93.7,63.5,81.3,0,0,6.9,46075.73
2004-08-14,92,61,79.4,0,0,7.5,46001.17
2004-08-15,90.6,66,79.9,0,0,8.8,44451.63
2004-08-16,88.4,66.9,77.4,0.016,3,9.6,42349.14
2004-08-17,84.8,67,76.2,0.031,1,12.2,45696.6
2004-08-18,81.3,63.1,73,0,0,7.7,44175.18
2004-08-19,81.6,63.4,73,0.004,1,8.1,45437.12
2004-08-20,84.7,63.7,75,0,0,7.4,45306.36
2004-08-21,84.2,62.7,75.4,0,0,10.1,45175.03
2004-08-22,87.2,59.8,75.6,0,0,15,45043.25
2004-08-23,83.8,66.7,76.7,0,0,17.1,41562.61
2004-08-24,84.7,65.6,75.5,0,0,17.4,44013.35
2004-08-25,87.8,57.8,75.2,0,0,17,44645.31
2004-08-26,88.4,67.6,77.8,0,0,16.8,44510.53
2004-08-27,76.5,59.2,67.8,0,0,7.5,44374.39
2004-08-28,83.1,52.4,70,0,0,8.5,44237
2004-08-29,86.1,59.7,74.6,0,0,6.3,44098.46
2004-08-30,89.7,56.8,76,0,0,7.2,43958.86
2004-08-31,90.4,60.4,77.6,0,0,8.4,43818.29
2004-09-01,92.4,56.1,77.4,0,0,7.7,43676.85
2004-09-02,93,59.2,79.3,0,0,20.2,42746.54
2004-09-03,84.8,61.9,75.7,0.075,5,23.3,39790.7
2004-09-04,62.6,52.4,58.1,0.441,14,10.1,35206.73
2004-09-05,67.7,47.5,58.5,0,0,5.1,42795.68
2004-09-06,75.2,48.6,63.2,0,0,3.9,42635.02
2004-09-07,79.8,49.5,65.8,0,0,5.3,42482.06
2004-09-08,85,50.5,69,0,0,10.2,42276.73
2004-09-09,87.8,54.1,72.8,0.004,1,14.9,38350.95
2004-09-10,82.8,60.1,71.3,0.051,5,6.5,41937.44
2004-09-11,86.6,55.3,73,0,0,11.1,41847.12
2004-09-12,88.4,59.6,76.2,0.004,1,19.6,41799.29
2004-09-13,87.8,66.6,78,0,0,14.6,41749.14
2004-09-14,81.9,60.7,71.7,0.004,1,20.9,41690.32
2004-09-15,74.2,52,62.8,0,0,5.1,41637.75
2004-09-16,85.6,48.7,69.2,0,0,8.7,41508.59
2004-09-17,89.3,54.4,73.4,0,0,15.8,41360.23
2004-09-18,85.2,57.9,72.3,0.02,1,18.8,41066.47
2004-09-19,73.6,61.6,66.3,0.5,14,21.3,34341.5
2004-09-20,65.9,52.5,60.8,0,0,17.7,40910.82
2004-09-21,54.2,44.1,49.8,0.122,10,8.3,26004.63
2004-09-22,57.5,41.1,49.7,0,0,8.4,40608.5
2004-09-23,65.8,38,53,0,0,5.4,40456.8
2004-09-24,71.3,43.7,58,0,0,9.5,40304.86
2004-09-25,72.8,47,60.2,0,0,5.1,40152.77
2004-09-26,75.8,46.1,61.6,0,0,6.7,40000.64
2004-09-27,79.2,46.5,64.3,0,0,7.6,39848.54
2004-09-28,80.6,47,65.1,0,0,11.5,39140.94
2004-09-29,65.2,52.5,58.4,0.429,20,9.2,23911.08
2004-09-30,61.5,46.6,54.5,0.039,5,7.9,38194.82
2004-10-01,65.7,44.9,55.7,0,0,6.4,38878.69
2004-10-02,69.1,43.3,56.7,0,0,6.5,38855.95
2004-10-03,70.3,42.7,56.9,0,0,7.5,38654.07
2004-10-04,71.3,44.1,58.2,0,0,6.8,38457.35
2004-10-05,60.5,49.6,55.2,0.043,4,6.2,36653.37
2004-10-06,68.1,42.7,56,0,0,6.8,37928.13
2004-10-07,70.6,40.9,56.7,0,0,5.8,37969.46
2004-10-08,74.4,42.7,59.5,0,0,4.7,37790.75
2004-10-09,78.1,41.6,60.3,0,0,9.8,37618.57
2004-10-10,73.7,46.1,60.8,0,0,8.5,34609.79
2004-10-11,68.8,51.3,60.1,0,0,6.7,36658.34
2004-10-12,69.5,44.1,58.9,0,0,5,36166.98
2004-10-13,64,49,55.9,0,0,16,36857.73
2004-10-14,66.9,39.5,55.2,0,0,4.4,36659.84
2004-10-15,74.6,50.5,62.1,0,0,10.8,36270.84
2004-10-16,77.8,41.6,62.5,0,0,13.2,36164.57
2004-10-17,66.6,50.7,59.4,0,0,18.7,34578.86
2004-10-18,61,51.7,56.1,0.024,3,16.6,36039.73
2004-10-19,63.2,49.6,56.6,0.02,3,18.4,25662.11
2004-10-20,69,52.4,60.9,0,0,20.7,33511.52
2004-10-21,64.7,52.3,57.2,0.236,14,20.4,11309.73
2004-10-22,53.3,42.1,46.9,0.248,13,18.7,26359.62
2004-10-23,58.7,33.2,45.9,0,0,10.8,35811.6
2004-10-24,53.3,41.7,47.3,0.122,11,4.6,15622.83
2004-10-25,59,37.1,47.2,0.028,1,11.5,35633.02
2004-10-26,63.2,37.9,50.1,0,0,9.7,34378.5
2004-10-27,63.6,44.7,54.1,0,0,13.7,25557.3
2004-10-28,51.2,39.9,45.6,0.689,24,11.7,0
2004-10-29,48.4,31.9,41,0,0,12.3,33719.08
2004-10-30,49.4,33.2,41.3,0,0,4.1,34910.33
2004-10-31,46.6,30.3,38.6,0.008,2,13.8,34767.07
2004-11-01,41.6,25.5,32.7,0,0,16.4,34624.58
2004-11-02,44.4,25.7,34.5,0,0,4.9,34483
2004-11-03,48.8,27.6,38,0,0,3.9,34342.49
2004-11-04,54.8,30.9,42,0,0,4.8,34203.2
2004-11-05,57.5,30.9,44.4,0,0,3.7,34065.31
2004-11-06,58.6,34.4,46.2,0,0,3.2,33928.98
2004-11-07,60.1,35.4,47.9,0,0,4.3,33376.4
2004-11-08,59.5,46,50.8,0.039,3,9.3,20637.26
2004-11-09,50.9,39.6,46,0.299,12,6.5,31977.39
2004-11-10,53.3,36.4,44.6,0,0,4.3,31273.08
2004-11-11,55.2,36.3,44.9,0.008,2,9.3,33276.81
2004-11-12,49.6,32.8,42,0.138,14,5.1,32498.14
2004-11-13,48.2,38,42.5,0.083,9,6.4,31447.71
2004-11-14,48.1,37.9,42.3,0.024,3,4.7,24417.89
2004-11-15,50.6,32.4,41.4,0,0,3.3,32793.88
2004-11-16,49.6,34.9,42.5,0,0,3.1,32475.89
2004-11-17,51.4,38,43.8,0,0,3.3,32560.73
2004-11-18,51.3,35.9,43.1,0,0,3.4,32446.59
2004-11-19,49,32.4,40.6,0,0,3.9,30574.27
2004-11-20,39.8,32.8,36.2,0.13,12,5.1,22112.57
2004-11-21,41.2,28.4,34.6,0.205,12,7.3,23860.41
2004-11-22,46.5,25.2,34.6,0,0,3,31290.97
2004-11-23,43.5,25.3,33.8,0,0,5.5,31652.06
2004-11-24,40.9,24.7,32.6,0,0,6.5,31493.58
2004-11-25,46.3,25.8,35.1,0.004,1,3.7,29672.83
2004-11-26,45,32.5,37.2,0.02,3,11.1,31022.37
2004-11-27,39,26.9,33.4,0.256,11,5.8,777.28
2004-11-28,33.5,21.3,28.4,0.236,16,9.1,25549.44
2004-11-29,23.7,5.2,17.9,0,0,10.3,30754.11
2004-11-30,24.7,-6.6,8.6,0,0,3.2,31016.16
2004-12-01,26.5,-0,13.2,0,0,3.4,30700.41
2004-12-02,25.9,1.1,13,0,0,3.5,30739.09
2004-12-03,27.3,2.5,14.6,0,0,3.1,30711.35
2004-12-04,30.8,-0.7,17.5,0,0,2.8,27849.67
2004-12-05,32,20.8,25.8,0.039,8,3.4,27623.57
2004-12-06,32.6,13.7,23.6,0.004,1,4,26515.29
2004-12-07,36.8,8.3,25.5,0.051,4,8.6,23515.74
2004-12-08,38,27.7,32.2,0.039,4,9.4,13624.39
2004-12-09,44.5,23.1,32.9,0,0,6.1,30450.83
2004-12-10,46.1,23.3,33.6,0,0,2.7,30426.94
2004-12-11,45.2,24.4,33.7,0,0,2.3,30434.83
2004-12-12,46.3,25.4,34.4,0,0,3,30437.45
2004-12-13,45.9,28.7,36.2,0,0,2.6,30449.92
2004-12-14,45,24.2,33.4,0,0,2.7,30464.54
2004-12-15,42.1,27,33.1,0,0,5.3,30481.25
2004-12-16,42,26.9,32.7,0,0,6.5,30459.46
2004-12-17,40.4,25.6,32.3,0,0,3.2,30440.93
2004-12-18,43.4,26.3,33.6,0,0,2.5,30426.56
2004-12-19,43.4,23.1,32.3,0,0,3,30416.41
2004-12-20,44,22.2,33.9,0,0,3.5,26140.33
2004-12-21,38.5,22.8,32.2,0,0,6.8,30409.04
2004-12-22,32,20.1,25.1,0,0,8.4,30411.93
2004-12-23,25.2,13.7,20.2,0,0,13.4,30419.6
2004-12-24,28.8,12.2,20.1,0,0,3.1,30431.81
2004-12-25,38,16.4,26.7,0,0,2.5,30448.42
2004-12-26,42.5,19.7,30.5,0,0,3.1,29307.34
2004-12-27,45.4,28.9,36.7,0,0,2.5,9394.29
2004-12-28,48.7,28.4,36.3,0,0,5.9,30523.82
2004-12-29,47.9,33,38.9,0.555,17,14.6,5085.91
2004-12-30,45.4,31.8,37.7,0,0,17.1,30594.62
2004-12-31,45.1,33.6,38.6,0.008,1,12.7,887.82
2005-01-01,44.6,29.5,38,0.008,1,14.5,30681.05
2005-01-02,46,28.6,36.1,0.004,1,3.4,24310.6
2005-01-03,41.3,30.7,35.7,0.465,21,7.5,7631.7
2005-01-04,46.3,32.2,37.8,0.295,15,6.8,27645.07
2005-01-05,37.4,26.5,32.2,0.114,9,12.7,18637.67
2005-01-06,33.6,23.2,27.4,0.039,4,11.1,29832.59
2005-01-07,32.2,12.1,22.1,0.024,3,8.3,22372.5
2005-01-08,41.5,26.1,35.3,0.047,5,14.5,20008.81
2005-01-09,49,40.7,43.4,0.161,9,16.2,19607.82
2005-01-10,52.3,39.8,44.8,0.169,11,14.1,27856.15
2005-01-11,49.9,34.5,41.9,0.39,16,17.3,16727.24
2005-01-12,35.8,23,29.9,0.276,8,13.9,31403.91
2005-01-13,33.5,4.5,20.2,0,0,3.4,31489.68
2005-01-14,38,8.4,22.3,0,0,3.1,31579.28
2005-01-15,40.5,12.8,25.6,0,0,2.9,31672.51
2005-01-16,42.1,18.7,29.4,0,0,3.6,31769.2
2005-01-17,44.3,23,32.5,0,0,3.5,31869.14
2005-01-18,45.9,23.3,33.8,0,0,3.1,31972.17
2005-01-19,48.7,27.4,37,0,0,2.7,32078.08
2005-01-20,49.2,28.5,37.7,0,0,3.1,32186.71
2005-01-21,49.9,27,38,0,0,4,32297.87
2005-01-22,50.2,27.8,39.1,0,0,3,32389.56
2005-01-23,50.6,28.3,38.9,0,0,3.4,32416.6
2005-01-24,47.4,27.1,37.6,0,0,4,32407.19
2005-01-25,45.8,27.5,37.1,0,0,3.8,32356.37
2005-01-26,47.7,31.1,39.2,0.138,8,4,11862.67
2005-01-27,47.7,36.2,41,0.374,24,6.5,23932.88
2005-01-28,46.7,33.3,39.2,0.039,5,5.2,32400
2005-01-29,45.7,28.9,36.2,0.004,1,6.8,30070.67
2005-01-30,44.8,29.8,36.1,0,0,12,32732.41
2005-01-31,42.2,28.8,34,0,0,7.8,32501.64
2005-02-01,42.8,26.6,32.9,0,0,10.5,33169.54
2005-02-02,42.8,25.6,33.5,0,0,6.2,33418.2
2005-02-03,44.8,26.8,35.2,0,0,3.4,33613.06
2005-02-04,46.6,25.5,36.5,0,0,3.7,33788.61
2005-02-05,46.3,25.2,36.2,0,0,6.1,33687.93
2005-02-06,45.8,30,37.2,0,0,7.1,33172.66
2005-02-07,45.1,32.5,37.7,0.157,12,13.4,29938.43
2005-02-08,38.6,27.2,32.2,0,0,6.9,34251.32
2005-02-09,41.6,23.4,31.6,0,0,4.6,34748.29
2005-02-10,45.2,23.5,33.8,0,0,4.2,32242.46
2005-02-11,43.9,29.8,35.7,0.165,6,3.1,4856.97
2005-02-12,45.3,35.1,39.4,0.26,11,6.8,3376.98
2005-02-13,47.6,31.6,39.2,0,0,5.2,33820.57
2005-02-14,52.4,31.2,40.7,0,0,9.8,34582.12
2005-02-15,48.7,34.1,40.7,0,0,9.7,34820.38
2005-02-16,45.1,34.4,38.6,0.043,6,7.1,30007.73
2005-02-17,46.1,27.1,36.6,0,0,5,35929.26
2005-02-18,45.5,32,38.2,0.055,4,4.1,15231.21
2005-02-19,49.4,35.4,41.5,0.138,11,15.3,35056.54
2005-02-20,49.5,33,39.8,0.008,2,15.1,35375.92
2005-02-21,49.7,27.4,38.2,0.055,7,5.1,26047.89
2005-02-22,48.4,33.5,39.8,0.15,15,5.5,27958.8
2005-02-23,44.2,33.4,38.4,0.248,15,6,30567.97
2005-02-24,47.2,29.6,37,0,0,5,36976.82
2005-02-25,45.1,31.7,37.8,0,0,6.3,36086.77
2005-02-26,46.1,30.6,38.1,0.004,1,5.1,37283.43
2005-02-27,48,28.9,38.2,0,0,4.1,37437.76
2005-02-28,50,29.9,40.3,0,0,6.2,37592.62
2005-03-01,49.7,36.5,41.9,0,0,10.5,37747.88
2005-03-02,50.1,30.9,40.3,0,0,5.2,36213.47
2005-03-03,48.9,33.5,40.6,0.118,9,5.6,29110.79
2005-03-04,50.7,30.1,40.8,0,0,5.5,35902.35
2005-03-05,53.7,34.9,43.8,0.043,4,4.3,36465.93
2005-03-06,55.3,29.6,43.8,0,0,6.2,38526.06
2005-03-07,55.8,36.8,46.9,0,0,6.5,38681.27
2005-03-08,57.4,37.4,47,0,0,11.8,38836.07
2005-03-09,60.5,35,47.5,0,0,4.5,38990.38
2005-03-10,61.3,41,50.3,0,0,9.6,39144.07
2005-03-11,60.3,35.5,48.4,0,0,5.7,39297.04
2005-03-12,65,36.7,50.8,0,0,12.7,39426.38
2005-03-13,47,33.7,41.6,0,0,13.7,39492.47
2005-03-14,41.8,24.7,33.3,0.004,1,13.2,39553.66
2005-03-15,44.2,22.3,33.5,0,0,7.3,39664.96
2005-03-16,54.2,31.2,42.7,0,0,11.8,38834.56
2005-03-17,56.4,33.9,44.9,0,0,18.3,39605.94
2005-03-18,53.3,35.6,44,0,0,10.7,39750.46
2005-03-19,56.1,31.3,44.5,0.008,2,15,39875.06
2005-03-20,51.1,37.5,43.4,0.236,10,19.2,31266.83
2005-03-21,51.4,34.6,42.5,0.004,1,8.6,40169.06
2005-03-22,56.5,30,44.4,0.02,3,9.4,33201.57
2005-03-23,52.7,38.9,45.4,0.11,10,20.9,37322.59
2005-03-24,53.2,33.5,43.5,0.016,1,8.7,40166.47
2005-03-25,44.5,34.7,38.4,0.319,22,9.6,27994.6
2005-03-26,46.9,30.8,38.4,0.075,4,13.2,40513.5
2005-03-27,53,24.4,39,0,0,5.8,41249.08
2005-03-28,58.7,36.8,46.4,0.063,6,19.5,22906.88
2005-03-29,51.2,35.4,42.5,0.075,7,13,37660.78
2005-03-30,44.7,29.9,38,0.071,6,16.2,38809.02
2005-03-31,45.2,26.5,35.4,0,0,14.5,42189.48
2005-04-01,52.8,24.4,38.7,0,0,4.5,42306.23
2005-04-02,64.9,26.8,46,0,0,6.4,42164.64
2005-04-03,69.5,38.3,54.2,0,0,18.2,41006.46
2005-04-04,62.6,42.7,53.2,0,0,19.6,28680.29
2005-04-05,57.7,33.5,45.9,0,0,11.4,43059.75
2005-04-06,65,38.4,50.9,0,0,7.1,43204.9
2005-04-07,74.4,36.2,56.5,0,0,16.6,42970.13
2005-04-08,62.2,46.1,55.1,0.02,3,25.6,39384.88
2005-04-09,54.7,37.5,46.4,0.067,5,7.2,40961.54
2005-04-10,55.7,38.4,45.9,0.031,4,15.8,40374.18
2005-04-11,56.2,36,46.6,0,0,7.9,43925.53
2005-04-12,64.4,34.9,51.3,0,0,5.7,44067.97
2005-04-13,74.6,34.8,57,0,0,17.3,43233.77
2005-04-14,66.1,45.2,55.7,0,0,10.1,44350.39
2005-04-15,68.5,41.6,55.8,0,0,7.1,44490.17
2005-04-16,75.5,42.6,60.8,0,0,7.1,44628.87
2005-04-17,77.7,42.3,62.3,0,0,15.4,44766.38
2005-04-18,75.7,46.4,63.2,0,0,20.1,44299.54
2005-04-19,70.4,42.7,58.5,0,0,25.3,45037.4
2005-04-20,57.7,40.7,49.9,0,0,13.8,45005.57
2005-04-21,62.1,40.6,52.3,0,0,8.8,45291.95
2005-04-22,67.9,37.2,55.5,0,0,5.6,39600
2005-04-23,76.5,39.2,61.8,0,0,11,43748.54
2005-04-24,61.2,47.3,54.4,0.339,7,15.2,25310.92
2005-04-25,60,42.5,51.4,0.016,2,6.8,45509.11
2005-04-26,65.1,44.2,55.5,0,0,7.9,45602.23
2005-04-27,64.9,42.5,54.9,0.138,6,17.3,40908.1
2005-04-28,64.1,43.4,53.5,0.047,6,18.7,41602.16
2005-04-29,60.6,41.6,50.1,0.035,6,15.4,45726.53
2005-04-30,64,38.9,52.2,0.008,1,11.7,39755.99
2005-05-01,56.9,41.8,50.3,0.024,3,5.3,40510.92
2005-05-02,63.6,38.7,53,0,0,6.5,45163.12
2005-05-03,66.6,45.9,57.2,0,0,7.4,45942.06
2005-05-04,72.5,43.4,59.7,0,0,8.2,46482.52
2005-05-05,78.8,50.2,65.2,0,0,15.8,40947.16
2005-05-06,72,48.6,59.9,0.016,2,23.8,40832.09
2005-05-07,65.6,44.6,54.9,0.024,3,11.8,40919.42
2005-05-08,71.3,49.1,60,0,0,8.5,47029.51
2005-05-09,77.2,46.5,64.4,0,0,19.6,47197.9
2005-05-10,71.3,50.8,61,0.008,1,21.8,25686.43
2005-05-11,62,42.1,52.9,0.008,1,10.6,47027.88
2005-05-12,65.6,44.8,55.3,0.008,1,12.8,41278.32
2005-05-13,70.8,47.1,58.9,0,0,7,47689.63
2005-05-14,74,46.1,62.3,0,0,7.9,44684.27
2005-05-15,79.6,49.8,67.4,0,0,10.1,48113.16
2005-05-16,86.3,52.4,73.2,0,0,21.9,43573.19
2005-05-17,68.6,49.7,60,0.035,2,22.8,48305.06
2005-05-18,78.3,51.7,66,0,0,6.7,48383.22
2005-05-19,89.2,51.3,73.1,0,0,7.1,48489.77
2005-05-20,95,55.9,78.8,0,0,18.7,48575.62
2005-05-21,89.5,68.2,79.4,0,0,9,48615.29
2005-05-22,91.5,63,78.9,0,0,9.8,48653.41
2005-05-23,93.3,61.3,79.8,0,0,13.2,48689.96
2005-05-24,92.6,65.1,79.9,0,0,14.1,48724.91
2005-05-25,84.8,59,74.2,0,0,8.6,48758.24
2005-05-26,84.8,61.3,74.3,0,0,8,48789.91
2005-05-27,84.1,55.6,72.6,0,0,7.3,48819.91
2005-05-28,85.5,64.6,75,0.008,1,10.6,44099.64
2005-05-29,86.3,59.2,75.7,0,0,16.8,48874.77
2005-05-30,74.4,61.1,69,0.016,1,19.5,48899.58
2005-05-31,75.8,51,65.2,0,0,8.1,48922.6
2005-06-01,86.6,53,72.3,0.004,1,17.5,45343.78
2005-06-02,77.2,56.9,66.3,0,0,15.4,48962.99
2005-06-03,58.8,48.8,52.5,0.268,14,13.3,31057.51
2005-06-04,69.4,43.8,57.9,0,0,7.2,49094.42
2005-06-05,83.1,46.2,68,0,0,15.6,49009.08
2005-06-06,81.6,58.2,71.3,0,0,20.6,49057.64
2005-06-07,76.7,55.4,66.8,0,0,22.3,49264.79
2005-06-08,81.3,50.6,67.1,0,0,15.1,49038.62
2005-06-09,74.8,57.3,66,0,0,10.8,28128.28
2005-06-10,72.9,55.6,64.2,0,0,8.5,47936.09
2005-06-11,76.5,48.1,61.9,0.02,3,16,37871.84
2005-06-12,72.4,50.6,62.2,0.008,1,17.4,49384.39
2005-06-13,77.5,54.1,66,0,0,8.8,49466.9
2005-06-14,86.9,52.7,72.9,0,0,5.9,49052.33
2005-06-15,91.4,56.8,77.7,0,0,13.5,49309.74
2005-06-16,91.3,60.4,79.1,0,0,16.5,49472.14
2005-06-17,91.4,62.3,79,0,0,20.1,49553.8
2005-06-18,91.3,62.6,79.1,0,0,18.3,49550.86
