ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Arches NP,ARCH,National Park,Intermountain ,UT,2007,8,"106,047",0,"434,757",0,0,0,"2,757","1,698",3,0,401,Arches NP,ARCH,National Park,Intermountain ,UT,2007,"860,181",0,"3,799,550",0,0,0,"29,023","15,081",277,0,"6,412"
Arches NP,ARCH,National Park,Intermountain ,UT,2007,9,"120,301",0,"482,766",0,0,0,"2,660","1,709",3,0,706,Arches NP,ARCH,National Park,Intermountain ,UT,2007,"860,181",0,"3,799,550",0,0,0,"29,023","15,081",277,0,"6,412"
Arches NP,ARCH,National Park,Intermountain ,UT,2007,10,"77,963",0,"350,116",0,0,0,"2,206","2,119",45,0,473,Arches NP,ARCH,National Park,Intermountain ,UT,2007,"860,181",0,"3,799,550",0,0,0,"29,023","15,081",277,0,"6,412"
Arches NP,ARCH,National Park,Intermountain ,UT,2007,11,"30,536",0,"140,548",0,0,0,"1,219",660,5,0,155,Arches NP,ARCH,National Park,Intermountain ,UT,2007,"860,181",0,"3,799,550",0,0,0,"29,023","15,081",277,0,"6,412"
Arches NP,ARCH,National Park,Intermountain ,UT,2007,12,"12,705",0,"44,567",0,0,0,163,106,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2007,"860,181",0,"3,799,550",0,0,0,"29,023","15,081",277,0,"6,412"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,1,"9,095",0,"29,866",0,0,0,70,36,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,2,"13,435",0,"49,910",0,0,0,250,142,9,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,3,"66,408",0,"332,267",0,0,0,"3,578","1,396",31,0,539,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,4,"83,695",0,"420,415",0,0,0,"3,945","2,055",45,0,"1,011",Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,5,"133,195",0,"575,060",0,0,0,"4,328","1,868",106,0,"1,009",Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,6,"124,451",0,"507,697",0,0,0,"3,337","1,229",68,0,964,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,7,"121,038",0,"487,615",0,0,0,"2,965","1,485",14,0,724,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,8,"129,843",0,"523,825",0,0,0,"3,159","1,804",43,0,590,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,9,"124,268",0,"535,601",0,0,0,"3,866","1,820",10,0,"1,087",Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,10,"80,194",0,"364,393",0,0,0,"2,484","2,009",33,0,633,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,11,"29,604",0,"131,954",0,0,0,"1,118",643,3,0,33,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2008,12,"13,569",0,"48,249",0,0,0,199,108,2,0,5,Arches NP,ARCH,National Park,Intermountain ,UT,2008,"928,795",0,"4,006,852",0,0,0,"29,299","14,595",366,0,"6,595"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,1,"11,684",0,"41,206",0,0,0,180,74,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,2,"15,488",0,"57,006",0,0,0,274,154,12,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,3,"66,898",0,"328,659",0,0,0,"3,378","1,393",101,0,460,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,4,"91,114",0,"432,816",0,0,0,"3,559","2,203",152,0,731,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,5,"139,332",0,"598,604",0,0,0,"4,115","2,147",173,0,"1,091",Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,6,"140,161",0,"600,166",0,0,0,"4,571","1,731",116,0,"1,069",Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,7,"133,854",0,"560,551",0,0,0,"3,839","1,825",48,0,912,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,8,"133,880",0,"541,774",0,0,0,"3,402","1,828",60,0,549,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,9,"131,913",0,"544,614",0,0,0,"3,132","2,276",46,0,749,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,10,"86,601",0,"388,058",0,0,0,"2,594","1,906",75,0,769,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,11,"31,714",0,"151,982",0,0,0,"1,366",797,23,0,183,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2009,12,"13,673",0,"46,031",0,0,0,132,77,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2009,"996,312",0,"4,291,467",0,0,0,"30,542","16,411",808,0,"6,513"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,1,"8,713",0,"29,215",0,0,0,96,31,1,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,2,"11,746",0,"41,774",0,0,0,163,79,5,0,25,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,3,"57,623",0,"271,316",0,0,0,"2,425","1,050",105,0,522,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,4,"93,999",0,"417,250",0,0,0,"2,614","2,133",198,0,691,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,5,"135,670",0,"549,494",0,0,0,"2,908","1,971",213,0,845,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,6,"151,209",0,"599,709",0,0,0,"2,859","1,733",141,0,"1,353",Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,7,"145,489",0,"579,033",0,0,0,"2,994","1,890",56,0,"1,000",Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,8,"139,304",0,"543,792",0,0,0,"2,635","1,793",46,0,771,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,9,"138,442",0,"554,004",0,0,0,"2,684","2,030",66,0,998,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,10,"89,929",0,"408,800",0,0,0,"2,978","1,949",69,0,796,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,11,"29,343",0,"128,925",0,0,0,890,706,14,0,94,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2010,12,"12,938",0,"50,608",0,0,0,370,113,9,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2010,"1,014,405",0,"4,173,920",0,0,0,"23,616","15,478",923,0,"7,095"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,1,"10,182",0,"34,832",0,0,0,132,46,1,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,2,"12,932",0,"48,521",0,0,0,221,134,6,0,44,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,3,"61,950",0,"311,484",0,0,0,"3,189","1,331",175,0,540,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,4,"96,537",0,"435,155",0,0,0,"2,711","2,425",112,0,817,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,5,"142,251",0,"580,092",0,0,0,"3,051","2,230",274,0,834,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,6,"155,481",0,"619,644",0,0,0,"3,197","1,858",202,0,"1,127",Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,7,"147,426",0,"575,755",0,0,0,"2,754","1,966",84,0,758,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,8,"138,600",0,"559,921",0,0,0,"3,362","1,696",92,0,856,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,9,"136,246",0,"561,530",0,0,0,"3,394","1,922",82,0,968,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,10,"92,728",0,"417,769",0,0,0,"2,729","2,143",124,0,820,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,11,"30,863",0,"134,943",0,0,0,"1,034",650,28,0,52,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2011,12,"15,562",0,"64,541",0,0,0,490,242,12,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2011,"1,040,758",0,"4,344,187",0,0,0,"26,264","16,643","1,192",0,"6,816"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,1,"14,961",0,"54,781",0,0,0,266,96,28,0,22,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,2,"17,870",0,"59,926",0,0,0,146,89,28,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,3,"72,273",0,"321,771",0,0,0,"2,600","1,180",183,0,410,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,4,"103,800",0,"462,894",0,0,0,"3,229","2,187",109,0,787,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,5,"142,876",0,"605,653",0,0,0,"3,910","2,165",156,0,"1,145",Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,6,"143,482",0,"592,340",0,0,0,"3,929","1,520",74,0,"1,223",Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,7,"145,696",0,"559,679",0,0,0,"2,670","1,561",42,0,835,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,8,"139,036",0,"522,954",0,0,0,"2,222","1,466",68,0,654,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,9,"139,801",0,"572,413",0,0,0,"3,818","1,777",78,0,703,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,10,"96,310",0,"425,374",0,0,0,"2,926","1,774",70,0,916,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,11,"36,170",0,"157,316",0,0,0,"1,068",814,15,0,137,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2012,12,"18,302",0,"62,855",0,0,0,218,113,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2012,"1,070,577",0,"4,397,956",0,0,0,"27,002","14,742",851,0,"6,832"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,1,"11,099",0,"36,676",0,0,0,110,26,4,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,2,"16,426",0,"51,869",0,0,0,82,26,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,3,"73,935",0,"364,682",0,0,0,"3,756","1,310",143,0,745,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,4,"108,086",0,"470,189",0,0,0,"3,202","2,022",170,0,686,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,5,"149,321",0,"618,653",0,0,0,"3,726","2,195",231,0,960,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,6,"154,505",0,"614,966",0,0,0,"3,510","1,787",100,0,913,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,7,"156,182",0,"593,824",0,0,0,"2,670","1,561",42,0,947,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,8,"147,259",0,"577,061",0,0,0,"3,129","1,606",117,0,784,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,9,"143,755",0,"585,785",0,0,0,"3,845","1,804",77,0,713,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,10,"57,446",0,"261,144",0,0,0,"2,117","1,154",34,0,395,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,11,"43,928",0,"188,956",0,0,0,"1,409",842,33,0,98,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2013,12,"20,924",0,"68,753",0,0,0,149,98,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2013,"1,082,866",0,"4,432,558",0,0,0,"27,705","14,431",953,0,"6,241"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,1,"17,038",0,"54,420",0,0,0,101,36,1,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,2,"22,559",0,"87,490",0,0,0,473,353,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,3,"89,841",0,"404,730",0,0,0,"3,726","1,156",220,0,532,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,4,"122,186",0,"517,673",0,0,0,"3,205","1,966",155,0,971,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,5,"165,379",0,"668,271",0,0,0,"3,721","2,217",235,0,"1,000",Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,6,"170,286",0,"663,257",0,0,0,"3,521","1,790",118,0,921,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,7,"169,844",0,"632,517",0,0,0,"2,684","1,588",126,0,727,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,8,"173,416",0,"629,281",0,0,0,"2,265","1,488",121,0,669,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,9,"165,222",0,"600,116",0,0,0,"1,450","2,257",75,0,570,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,10,"115,545",0,"456,363",0,0,0,"2,400","1,572",108,0,492,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,11,"46,940",0,"198,114",0,0,0,"1,368",859,41,0,119,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2014,12,"26,511",0,"93,622",0,0,0,338,154,11,0,84,Arches NP,ARCH,National Park,Intermountain ,UT,2014,"1,284,767",0,"5,005,854",0,0,0,"25,252","15,436","1,211",0,"6,085"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,1,"20,699",0,"73,205",0,0,0,288,137,14,0,24,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,2,"34,255",0,"136,062",0,0,0,842,432,25,0,88,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,3,"103,649",0,"453,777",0,0,0,"3,853","1,401",230,0,467,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,4,"138,903",0,"573,009",0,0,0,"3,364","2,157",219,0,772,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,5,"179,804",0,"713,642",0,0,0,"3,745","2,271",236,0,"1,008",Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,6,"189,073",0,"723,265",0,0,0,"3,548","1,817",116,0,"1,021",Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,7,"195,748",0,"711,334",0,0,0,"2,684","1,588",99,0,800,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,8,"173,186",0,"648,544",0,0,0,"2,692","1,904",84,0,695,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,9,"171,711",0,"613,908",0,0,0,"1,971","1,723",67,0,355,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,10,"115,859",0,"474,225",0,0,0,"2,570","2,026",89,0,592,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,11,"49,087",0,"202,971",0,0,0,"1,282",838,19,0,183,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2015,12,"27,273",0,"96,228",0,0,0,319,271,10,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2015,"1,399,247",0,"5,420,170",0,0,0,"27,158","16,565","1,208",0,"6,005"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,1,"20,311",0,"72,727",0,0,0,274,197,21,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,2,"33,200",0,"132,404",0,0,0,850,451,34,0,32,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,3,"119,122",0,"486,543",0,0,0,"2,786","1,674",314,0,608,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
